Timestamp,Object,Confidence,Bounding Box
2025-02-28 19:28:00,person,0.86489654,"63.6324462890625, 57.28855895996094, 636.1397705078125, 479.414306640625"
2025-02-28 19:28:00,person,0.8633621,"64.116943359375, 55.49284362792969, 636.9478759765625, 479.39849853515625"
2025-02-28 19:28:00,person,0.5601703,"0.1218109130859375, 169.8653564453125, 210.5281219482422, 478.5408935546875"
2025-02-28 19:28:00,person,0.8633621,"64.116943359375, 55.49284362792969, 636.9478759765625, 479.39849853515625"
2025-02-28 19:28:00,person,0.5601703,"0.1218109130859375, 169.8653564453125, 210.5281219482422, 478.5408935546875"
2025-02-28 19:28:01,person,0.87484777,"65.94873046875, 54.16363525390625, 638.46142578125, 479.39385986328125"
2025-02-28 19:28:01,person,0.5095749,"0.0987396240234375, 168.22848510742188, 211.56068420410156, 478.5094299316406"
2025-02-28 19:28:01,person,0.86469406,"65.49871826171875, 52.945831298828125, 638.2914428710938, 479.3799743652344"
2025-02-28 19:28:01,person,0.63509375,"0.1081695556640625, 168.8220977783203, 212.18666076660156, 478.47235107421875"
2025-02-28 19:28:01,person,0.8631848,"66.04296875, 53.3961181640625, 625.5535888671875, 479.95599365234375"
2025-02-28 19:28:01,person,0.68588346,"0.11187744140625, 168.96484375, 210.50997924804688, 478.435302734375"
2025-02-28 19:28:01,person,0.8631848,"66.04296875, 53.3961181640625, 625.5535888671875, 479.95599365234375"
2025-02-28 19:28:01,person,0.68588346,"0.11187744140625, 168.96484375, 210.50997924804688, 478.435302734375"
2025-02-28 19:28:01,person,0.86274487,"63.95458984375, 54.0672607421875, 624.207275390625, 479.32855224609375"
2025-02-28 19:28:01,person,0.65996903,"0.119232177734375, 168.04769897460938, 207.82980346679688, 478.2376403808594"
2025-02-28 19:28:01,person,0.8624875,"63.49993896484375, 53.44561767578125, 628.1981201171875, 479.22119140625"
2025-02-28 19:28:01,person,0.62854105,"0.0897369384765625, 168.9171142578125, 212.4940948486328, 478.02508544921875"
2025-02-28 19:28:01,person,0.87089825,"32.83740234375, 51.5926513671875, 627.2762451171875, 479.31494140625"
2025-02-28 19:28:01,person,0.7063865,"0.085174560546875, 169.90753173828125, 206.53973388671875, 478.02947998046875"
2025-02-28 19:28:01,person,0.85979956,"59.9375, 53.671142578125, 629.0358276367188, 480.0"
2025-02-28 19:28:01,person,0.6851154,"0.121185302734375, 169.0035858154297, 207.14791870117188, 478.00482177734375"
2025-02-28 19:28:01,person,0.85546064,"62.07720947265625, 53.9727783203125, 634.5264892578125, 479.08905029296875"
2025-02-28 19:28:01,person,0.66315615,"0.098541259765625, 170.1209716796875, 204.87545776367188, 478.0843505859375"
2025-02-28 19:28:01,person,0.85546064,"62.07720947265625, 53.9727783203125, 634.5264892578125, 479.08905029296875"
2025-02-28 19:28:01,person,0.66315615,"0.098541259765625, 170.1209716796875, 204.87545776367188, 478.0843505859375"
2025-02-28 19:28:01,person,0.854102,"46.0902099609375, 50.9656982421875, 630.54296875, 480.0"
2025-02-28 19:28:01,person,0.6305817,"0.0868988037109375, 169.171142578125, 205.94703674316406, 478.01629638671875"
2025-02-28 19:28:01,person,0.8530866,"61.85205078125, 51.915191650390625, 624.519287109375, 479.9303283691406"
2025-02-28 19:28:01,person,0.62406254,"0.0909576416015625, 168.1331024169922, 206.97634887695312, 477.97808837890625"
2025-02-28 19:28:02,person,0.8595396,"29.51776123046875, 51.66796875, 625.9965209960938, 479.487060546875"
2025-02-28 19:28:02,person,0.66259956,"0.0846099853515625, 168.70071411132812, 209.5757293701172, 477.6254577636719"
2025-02-28 19:28:02,person,0.8655088,"45.9290771484375, 51.890960693359375, 616.6138916015625, 479.8439636230469"
2025-02-28 19:28:02,person,0.6301509,"0.0677032470703125, 169.67364501953125, 214.3396453857422, 477.62860107421875"
2025-02-28 19:28:02,person,0.8655088,"45.9290771484375, 51.890960693359375, 616.6138916015625, 479.8439636230469"
2025-02-28 19:28:02,person,0.6301509,"0.0677032470703125, 169.67364501953125, 214.3396453857422, 477.62860107421875"
2025-02-28 19:28:02,person,0.8647178,"30.319580078125, 50.69444274902344, 629.5092163085938, 479.6259765625"
2025-02-28 19:28:02,person,0.57953477,"0.0876007080078125, 168.9228973388672, 211.9880828857422, 477.89801025390625"
2025-02-28 19:28:02,person,0.8791986,"30.40460205078125, 51.23399353027344, 630.5030517578125, 479.611083984375"
2025-02-28 19:28:02,person,0.70257777,"0.0730133056640625, 170.36517333984375, 210.5083770751953, 477.531005859375"
2025-02-28 19:28:02,person,0.86531425,"37.00958251953125, 50.99627685546875, 626.2680053710938, 479.65447998046875"
2025-02-28 19:28:02,person,0.73946524,"0.0, 170.9960479736328, 204.54437255859375, 477.52716064453125"
2025-02-28 19:28:02,person,0.86531425,"37.00958251953125, 50.99627685546875, 626.2680053710938, 479.65447998046875"
2025-02-28 19:28:02,person,0.73946524,"0.0, 170.9960479736328, 204.54437255859375, 477.52716064453125"
2025-02-28 19:28:02,person,0.86722314,"57.2728271484375, 52.92478942871094, 636.927978515625, 479.5487060546875"
2025-02-28 19:28:02,person,0.73304844,"0.071929931640625, 171.67626953125, 203.50918579101562, 477.9161376953125"
2025-02-28 19:28:02,person,0.875826,"58.81182861328125, 52.76625061035156, 639.7735595703125, 479.6656494140625"
2025-02-28 19:28:02,person,0.6924435,"0.063446044921875, 171.8536834716797, 207.0738525390625, 478.29376220703125"
2025-02-28 19:28:02,person,0.8696307,"60.34918212890625, 53.600494384765625, 640.0, 479.5446472167969"
2025-02-28 19:28:02,person,0.69224226,"0.0721893310546875, 169.49313354492188, 212.28982543945312, 478.4253845214844"
2025-02-28 19:28:02,person,0.87044615,"62.50933837890625, 53.39581298828125, 633.6537475585938, 479.50299072265625"
2025-02-28 19:28:02,person,0.7234574,"0.078948974609375, 169.65948486328125, 210.8918914794922, 478.54833984375"
2025-02-28 19:28:02,person,0.86814606,"62.556884765625, 53.37132263183594, 613.06396484375, 479.3944091796875"
2025-02-28 19:28:02,person,0.7695115,"0.0299072265625, 169.33023071289062, 204.41409301757812, 478.4668884277344"
2025-02-28 19:28:02,person,0.86814606,"62.556884765625, 53.37132263183594, 613.06396484375, 479.3944091796875"
2025-02-28 19:28:02,person,0.7695115,"0.0299072265625, 169.33023071289062, 204.41409301757812, 478.4668884277344"
2025-02-28 19:28:03,person,0.8741129,"69.15167236328125, 54.98503112792969, 616.9998168945312, 479.12017822265625"
2025-02-28 19:28:03,person,0.73341703,"0.0, 170.49630737304688, 214.39633178710938, 478.1110534667969"
2025-02-28 19:28:03,person,0.85204095,"67.701416015625, 58.09991455078125, 622.6890869140625, 479.1611328125"
2025-02-28 19:28:03,person,0.74548334,"0.0, 170.05099487304688, 217.09796142578125, 478.2366638183594"
2025-02-28 19:28:03,person,0.84315425,"68.0850830078125, 71.38026428222656, 598.5346069335938, 479.2034912109375"
2025-02-28 19:28:03,person,0.7493472,"0.0128631591796875, 169.09645080566406, 209.68540954589844, 477.9708251953125"
2025-02-28 19:28:03,person,0.85770017,"69.43504333496094, 74.74867248535156, 581.047119140625, 479.340576171875"
2025-02-28 19:28:03,person,0.74245024,"0.0015411376953125, 169.30560302734375, 215.3538360595703, 478.15673828125"
2025-02-28 19:28:03,person,0.85770017,"69.43504333496094, 74.74867248535156, 581.047119140625, 479.340576171875"
2025-02-28 19:28:03,person,0.74245024,"0.0015411376953125, 169.30560302734375, 215.3538360595703, 478.15673828125"
2025-02-28 19:28:03,person,0.84872156,"59.26934814453125, 81.02182006835938, 583.8788452148438, 479.4044494628906"
2025-02-28 19:28:03,person,0.7555097,"0.00927734375, 169.2921142578125, 215.33731079101562, 477.76568603515625"
2025-02-28 19:28:03,person,0.8720284,"62.728759765625, 83.31768798828125, 582.2884521484375, 479.29693603515625"
2025-02-28 19:28:03,person,0.74325174,"0.0, 171.08070373535156, 215.92112731933594, 478.08935546875"
2025-02-28 19:28:03,person,0.8841537,"64.71649169921875, 86.696044921875, 578.5120239257812, 479.47589111328125"
2025-02-28 19:28:03,person,0.769955,"0.0, 170.51397705078125, 212.07867431640625, 478.2342529296875"
2025-02-28 19:28:03,person,0.8841537,"64.71649169921875, 86.696044921875, 578.5120239257812, 479.47589111328125"
2025-02-28 19:28:03,person,0.769955,"0.0, 170.51397705078125, 212.07867431640625, 478.2342529296875"
2025-02-28 19:28:03,person,0.8774022,"66.47618103027344, 84.78593444824219, 578.2164306640625, 479.52630615234375"
2025-02-28 19:28:03,person,0.7705049,"0.0, 170.8433837890625, 209.39556884765625, 478.109619140625"
2025-02-28 19:28:03,person,0.8741665,"67.6954345703125, 87.68061828613281, 576.626953125, 479.42266845703125"
2025-02-28 19:28:03,person,0.7607827,"0.0, 170.95556640625, 207.41104125976562, 478.14410400390625"
2025-02-28 19:28:03,person,0.8666444,"68.7435302734375, 84.00227355957031, 574.851318359375, 479.45526123046875"
2025-02-28 19:28:03,person,0.75789946,"0.0, 171.51260375976562, 213.08921813964844, 478.2286071777344"
2025-02-28 19:28:04,person,0.8623903,"68.42991638183594, 80.93502807617188, 573.6407470703125, 479.3649597167969"
2025-02-28 19:28:04,person,0.7672526,"0.0, 171.08384704589844, 209.05825805664062, 478.32373046875"
2025-02-28 19:28:04,person,0.8623903,"68.42991638183594, 80.93502807617188, 573.6407470703125, 479.3649597167969"
2025-02-28 19:28:04,person,0.7672526,"0.0, 171.08384704589844, 209.05825805664062, 478.32373046875"
2025-02-28 19:28:04,person,0.862272,"69.9188232421875, 82.44419860839844, 571.3046875, 479.388427734375"
2025-02-28 19:28:04,person,0.7845849,"0.0, 169.98492431640625, 198.43287658691406, 478.3226318359375"
2025-02-28 19:28:04,person,0.8574094,"69.31227111816406, 81.72563171386719, 569.0494384765625, 479.41912841796875"
2025-02-28 19:28:04,person,0.73792124,"0.0, 171.45199584960938, 202.15859985351562, 478.3399353027344"
2025-02-28 19:28:04,person,0.85998785,"70.43768310546875, 82.45162963867188, 568.9326171875, 479.4120788574219"
2025-02-28 19:28:04,person,0.7585099,"0.0, 171.208984375, 201.9033203125, 478.338134765625"
2025-02-28 19:28:04,person,0.8598115,"70.380615234375, 83.48040771484375, 567.9141845703125, 479.40191650390625"
2025-02-28 19:28:04,person,0.741569,"0.0, 170.53045654296875, 199.499755859375, 478.49444580078125"
2025-02-28 19:28:04,person,0.8605117,"73.7332763671875, 83.3133544921875, 565.8046875, 479.416015625"
2025-02-28 19:28:04,person,0.73280555,"0.0, 171.1297607421875, 202.65647888183594, 478.49688720703125"
2025-02-28 19:28:04,person,0.8605117,"73.7332763671875, 83.3133544921875, 565.8046875, 479.416015625"
2025-02-28 19:28:04,person,0.73280555,"0.0, 171.1297607421875, 202.65647888183594, 478.49688720703125"
2025-02-28 19:28:04,person,0.8628736,"73.026611328125, 84.88630676269531, 563.9384155273438, 479.41082763671875"
2025-02-28 19:28:04,person,0.71167374,"0.0, 170.70257568359375, 201.2921142578125, 478.32452392578125"
2025-02-28 19:28:04,person,0.8619346,"70.48283386230469, 82.81535339355469, 563.0841674804688, 479.39703369140625"
2025-02-28 19:28:04,person,0.7032834,"0.0, 170.9296417236328, 207.5927734375, 478.33892822265625"
2025-02-28 19:28:04,person,0.8601398,"72.99859619140625, 82.81146240234375, 562.637451171875, 479.41070556640625"
2025-02-28 19:28:04,person,0.71843433,"0.0, 171.1357421875, 206.467529296875, 478.29638671875"
2025-02-28 19:28:04,person,0.8601398,"72.99859619140625, 82.81146240234375, 562.637451171875, 479.41070556640625"
2025-02-28 19:28:04,person,0.71843433,"0.0, 171.1357421875, 206.467529296875, 478.29638671875"
2025-02-28 19:28:04,person,0.8620696,"72.31890869140625, 83.87226867675781, 564.662841796875, 479.40789794921875"
2025-02-28 19:28:04,person,0.7443839,"0.0, 170.92892456054688, 203.90374755859375, 478.2565612792969"
2025-02-28 19:28:05,person,0.86319077,"71.8482666015625, 84.25001525878906, 566.3914794921875, 479.41943359375"
2025-02-28 19:28:05,person,0.7111807,"0.0, 170.38482666015625, 202.9073486328125, 478.1484375"
2025-02-28 19:28:05,person,0.8635083,"71.4287109375, 82.840576171875, 565.4430541992188, 479.41668701171875"
2025-02-28 19:28:05,person,0.7453537,"0.0, 171.35997009277344, 201.73416137695312, 478.3375244140625"
2025-02-28 19:28:05,person,0.8656129,"71.73699951171875, 82.91972351074219, 566.62109375, 479.38519287109375"
2025-02-28 19:28:05,person,0.70845205,"0.0548095703125, 170.6922607421875, 201.11941528320312, 478.07421875"
2025-02-28 19:28:05,person,0.865598,"73.982177734375, 83.72369384765625, 566.983642578125, 479.39306640625"
2025-02-28 19:28:05,person,0.74923044,"0.0, 172.00531005859375, 199.69644165039062, 478.35821533203125"
2025-02-28 19:28:05,person,0.865598,"73.982177734375, 83.72369384765625, 566.983642578125, 479.39306640625"
2025-02-28 19:28:05,person,0.74923044,"0.0, 172.00531005859375, 199.69644165039062, 478.35821533203125"
2025-02-28 19:28:05,person,0.8547563,"75.44102478027344, 83.30987548828125, 561.7825927734375, 479.4073486328125"
2025-02-28 19:28:05,person,0.7788557,"0.0, 173.16941833496094, 196.45846557617188, 478.3465576171875"
2025-02-28 19:28:05,person,0.860508,"73.06512451171875, 83.24525451660156, 561.9550170898438, 479.3927001953125"
2025-02-28 19:28:05,person,0.74931264,"0.0, 172.47315979003906, 199.40953063964844, 478.4808349609375"
2025-02-28 19:28:05,person,0.8625071,"74.20697021484375, 83.748046875, 563.7799072265625, 479.40093994140625"
2025-02-28 19:28:05,person,0.767166,"0.0, 172.28555297851562, 199.965576171875, 478.4685974121094"
2025-02-28 19:28:05,person,0.86514777,"71.67218017578125, 82.51763916015625, 562.7379150390625, 479.37701416015625"
2025-02-28 19:28:05,person,0.73480767,"0.0, 171.85659790039062, 199.09713745117188, 478.2660827636719"
2025-02-28 19:28:05,person,0.86514777,"71.67218017578125, 82.51763916015625, 562.7379150390625, 479.37701416015625"
2025-02-28 19:28:05,person,0.73480767,"0.0, 171.85659790039062, 199.09713745117188, 478.2660827636719"
2025-02-28 19:28:05,person,0.8676039,"73.60833740234375, 82.35382080078125, 564.9390869140625, 479.36688232421875"
2025-02-28 19:28:05,person,0.7573506,"0.0, 171.6549072265625, 202.01649475097656, 478.47515869140625"
2025-02-28 19:28:05,person,0.8559916,"73.77508544921875, 81.44479370117188, 570.739013671875, 479.3693542480469"
2025-02-28 19:28:05,person,0.7397002,"0.0, 172.67259216308594, 197.11956787109375, 478.283447265625"
2025-02-28 19:28:06,person,0.85197604,"69.6265869140625, 82.10011291503906, 569.9646606445312, 479.3870849609375"
2025-02-28 19:28:06,person,0.68306243,"0.0385894775390625, 173.1262664794922, 202.35816955566406, 478.15972900390625"
2025-02-28 19:28:06,person,0.85197604,"69.6265869140625, 82.10011291503906, 569.9646606445312, 479.3870849609375"
2025-02-28 19:28:06,person,0.68306243,"0.0385894775390625, 173.1262664794922, 202.35816955566406, 478.15972900390625"
2025-02-28 19:28:06,person,0.84903675,"72.30303955078125, 81.66636657714844, 569.6700439453125, 479.4188232421875"
2025-02-28 19:28:06,person,0.75255007,"0.021636962890625, 173.64044189453125, 209.8704376220703, 478.04815673828125"
2025-02-28 19:28:06,person,0.84426475,"71.99052429199219, 81.81295776367188, 567.4846801757812, 479.4253234863281"
2025-02-28 19:28:06,person,0.71198654,"0.0, 171.89418029785156, 205.92474365234375, 478.43701171875"
2025-02-28 19:28:06,person,0.8429277,"71.39044189453125, 82.10069274902344, 565.587158203125, 479.42822265625"
2025-02-28 19:28:06,person,0.6965513,"0.0, 171.26461791992188, 210.92811584472656, 478.4776916503906"
2025-02-28 19:28:06,person,0.8398045,"72.892333984375, 82.34228515625, 565.8419189453125, 479.4298095703125"
2025-02-28 19:28:06,person,0.71784604,"0.0572052001953125, 172.2446746826172, 206.47288513183594, 478.23406982421875"
2025-02-28 19:28:06,person,0.8398045,"72.892333984375, 82.34228515625, 565.8419189453125, 479.4298095703125"
2025-02-28 19:28:06,person,0.71784604,"0.0572052001953125, 172.2446746826172, 206.47288513183594, 478.23406982421875"
2025-02-28 19:28:06,person,0.8520785,"69.80908203125, 83.22361755371094, 565.9097900390625, 479.4129638671875"
2025-02-28 19:28:06,person,0.72023326,"0.076019287109375, 172.14520263671875, 204.99514770507812, 478.19415283203125"
2025-02-28 19:28:06,person,0.8553576,"72.54646301269531, 83.81925964355469, 566.5339965820312, 479.42889404296875"
2025-02-28 19:28:06,person,0.7276597,"0.0582122802734375, 172.64390563964844, 206.98947143554688, 478.2247314453125"
2025-02-28 19:28:06,person,0.84815556,"72.71856689453125, 82.9649658203125, 565.4317626953125, 479.45404052734375"
2025-02-28 19:28:06,person,0.70386344,"0.0775146484375, 172.5345458984375, 206.40585327148438, 478.17919921875"
2025-02-28 19:28:06,person,0.84599936,"72.27685546875, 82.87823486328125, 563.3192138671875, 479.44732666015625"
2025-02-28 19:28:06,person,0.6799359,"0.0, 172.16537475585938, 202.11331176757812, 478.3252868652344"
2025-02-28 19:28:06,person,0.84433615,"73.9381103515625, 82.71714782714844, 563.1197509765625, 479.4735107421875"
2025-02-28 19:28:06,person,0.7156541,"0.0, 172.0658416748047, 206.645751953125, 478.34320068359375"
2025-02-28 19:28:06,person,0.84433615,"73.9381103515625, 82.71714782714844, 563.1197509765625, 479.4735107421875"
2025-02-28 19:28:06,person,0.7156541,"0.0, 172.0658416748047, 206.645751953125, 478.34320068359375"
2025-02-28 19:28:07,person,0.851859,"74.58258056640625, 82.60955810546875, 562.4137573242188, 479.47857666015625"
2025-02-28 19:28:07,person,0.69351214,"0.0, 171.6282196044922, 211.1556396484375, 478.44256591796875"
2025-02-28 19:28:07,person,0.84908396,"73.0264892578125, 82.76832580566406, 565.6272583007812, 479.466796875"
2025-02-28 19:28:07,person,0.6965932,"0.0, 172.1465606689453, 204.638671875, 478.34161376953125"
2025-02-28 19:28:07,person,0.8469645,"73.16973876953125, 82.20770263671875, 568.2403564453125, 479.47845458984375"
2025-02-28 19:28:07,person,0.71271247,"0.0, 172.24383544921875, 207.2716522216797, 478.29364013671875"
2025-02-28 19:28:07,person,0.8469645,"73.16973876953125, 82.20770263671875, 568.2403564453125, 479.47845458984375"
2025-02-28 19:28:07,person,0.71271247,"0.0, 172.24383544921875, 207.2716522216797, 478.29364013671875"
2025-02-28 19:28:07,person,0.8343672,"72.66015625, 81.55949401855469, 565.9954833984375, 479.44976806640625"
2025-02-28 19:28:07,person,0.7192677,"0.0, 172.97935485839844, 201.47837829589844, 478.38623046875"
2025-02-28 19:28:07,person,0.8461461,"72.77685546875, 82.46940612792969, 566.3006591796875, 479.45867919921875"
2025-02-28 19:28:07,person,0.75487286,"0.0, 172.56564331054688, 195.0714111328125, 478.4302673339844"
2025-02-28 19:28:07,person,0.8554447,"70.94610595703125, 81.93214416503906, 563.8490600585938, 479.413330078125"
2025-02-28 19:28:07,person,0.72034085,"0.0, 171.42669677734375, 204.812255859375, 478.49755859375"
2025-02-28 19:28:07,person,0.8564183,"72.6571044921875, 82.57281494140625, 563.9813232421875, 479.45001220703125"
2025-02-28 19:28:07,person,0.7386481,"0.0, 172.2479705810547, 201.94784545898438, 478.53021240234375"
2025-02-28 19:28:07,person,0.8614893,"72.88206481933594, 83.05947875976562, 563.619140625, 479.4427185058594"
2025-02-28 19:28:07,person,0.7174074,"0.0, 171.45742797851562, 200.34249877929688, 478.3807678222656"
2025-02-28 19:28:07,person,0.8614893,"72.88206481933594, 83.05947875976562, 563.619140625, 479.4427185058594"
2025-02-28 19:28:07,person,0.7174074,"0.0, 171.45742797851562, 200.34249877929688, 478.3807678222656"
2025-02-28 19:28:07,person,0.86005497,"70.63819885253906, 82.49050903320312, 562.5460205078125, 479.4302062988281"
2025-02-28 19:28:07,person,0.71871924,"0.0, 171.3850860595703, 200.35028076171875, 478.32537841796875"
2025-02-28 19:28:07,person,0.8525982,"73.61871337890625, 81.54376220703125, 561.634765625, 479.4619140625"
2025-02-28 19:28:07,person,0.75789654,"0.0, 171.5661163330078, 201.24444580078125, 478.45306396484375"
2025-02-28 19:28:08,person,0.8634531,"72.77764892578125, 83.60162353515625, 567.51025390625, 479.5123291015625"
2025-02-28 19:28:08,person,0.7604696,"0.0, 171.40220642089844, 198.19107055664062, 478.365478515625"
2025-02-28 19:28:08,person,0.8526062,"70.10289001464844, 84.63861083984375, 569.2110595703125, 479.56414794921875"
2025-02-28 19:28:08,person,0.7548468,"0.0447998046875, 172.00901794433594, 208.43331909179688, 478.172119140625"
2025-02-28 19:28:08,person,0.8526062,"70.10289001464844, 84.63861083984375, 569.2110595703125, 479.56414794921875"
2025-02-28 19:28:08,person,0.7548468,"0.0447998046875, 172.00901794433594, 208.43331909179688, 478.172119140625"
2025-02-28 19:28:08,person,0.860326,"71.6783447265625, 84.73179626464844, 574.9002685546875, 479.6192626953125"
2025-02-28 19:28:08,person,0.7064281,"0.0523681640625, 172.15432739257812, 217.0404052734375, 477.7492980957031"
2025-02-28 19:28:08,person,0.81854945,"78.16236877441406, 79.04183959960938, 581.7000732421875, 479.1831359863281"
2025-02-28 19:28:08,person,0.6199489,"0.002227783203125, 172.94107055664062, 217.14166259765625, 478.5104064941406"
2025-02-28 19:28:08,person,0.6941757,"57.36419677734375, 79.5208740234375, 595.8219604492188, 479.2823486328125"
2025-02-28 19:28:08,person,0.59119195,"0.0, 173.655517578125, 210.21438598632812, 478.345458984375"
2025-02-28 19:28:08,person,0.67761445,"50.80712890625, 65.480224609375, 622.5556030273438, 479.3021240234375"
2025-02-28 19:28:08,person,0.54510385,"0.0, 172.38702392578125, 210.0567169189453, 478.34735107421875"
